R&D Spend,Administration,Marketing Spend,State,Number.of.Years,Profit
41878.0,116641.8294,149582.7545,California,10,84808.91317
105962.0,126106.0464,273233.0075,Florida,9,139555.3214
23028.0,113857.9755,113211.6281,California,4,68705.52083
55229.0,118613.5659,175343.5455,Florida,7,96214.55727
57839.0,118999.0226,180379.5476,New York,2,98444.25774
112421.0,127059.941,285695.6657,California,4,145073.1894
104830.0,125938.8675,271048.8105,New York,4,138588.2636
105004.0,125964.5646,271384.5439,Florida,6,138736.9103
33474.0,115400.6884,133367.2136,New York,7,77629.44849
101381.0,125429.5035,264393.9555,California,8,135641.8126
49895.0,117825.8165,165051.5779,New York,5,91657.76709
140901.0,131265.9971,340647.9035,Florida,9,169403.4076
99011.0,125079.4911,259821.0341,Florida,9,133617.1421
25140.0,114169.8853,117286.7378,New York,3,70509.78421
88069.0,123463.5267,238708.4152,California,7,124269.4859
5954.0,111336.4094,80267.29844,Florida,1,54119.34996
146657.0,132116.0694,351754.1212,New York,5,174320.7087
120300.0,128223.5476,300898.2177,Florida,1,151804.1511
153919.0,133188.5546,365766.17,New York,3,180524.5727
6952.0,111483.7986,82192.94216,Florida,4,54971.93275
24538.0,114080.9792,116125.1772,New York,6,69995.5008
33718.0,115436.7234,133838.0123,California,3,77837.89559
60311.0,119364.0988,185149.2784,Florida,2,100556.066
158104.0,133806.6145,373841.1389,California,3,184099.7821
120265.0,128218.3786,300830.6851,New York,10,151774.2509
122843.0,128599.1094,305804.9431,Florida,2,153976.614
156926.0,133632.6421,371568.1847,California,5,183093.4268
50112.0,117857.864,165470.28,New York,2,91843.14832
12068.0,112239.3528,92064.27813,California,2,59342.48741
78098.0,121990.964,219469.3435,California,6,115751.3466
69762.0,120759.8655,203385.0087,Florida,1,108629.9738
156672.0,133595.1302,371078.091,California,5,182876.4368
110066.0,126712.1438,281151.6868,New York,6,143061.3332
149352.0,132514.0793,356954.131,California,3,176623.024
123926.0,128759.0518,307894.5946,New York,5,154901.8116
155584.0,133434.4494,368978.7921,Florida,7,181946.9678
59551.0,119251.8585,183682.8563,California,2,99906.80457
32892.0,115314.736,132244.243,New York,10,77132.25091
148355.0,132366.8378,355030.4168,California,5,175771.2955
34087.0,115491.219,134549.9988,New York,9,78153.1291
9153.0,111808.8523,86439.77767,California,9,56852.22806
141090.0,131293.9095,341012.5795,Florida,2,169564.8687
30917.0,115023.059,128433.4751,New York,9,75445.02546
116032.0,127593.2299,292663.1,Florida,2,148158.0355
111403.0,126909.5981,283731.4319,New York,6,144203.5207
109089.0,126567.856,279266.5626,California,5,142226.6905
147916.0,132302.0043,354183.3651,Florida,5,175396.2616
80883.0,122402.2655,224843.0086,New York,8,118130.5481
69933.0,120785.1196,203714.9537,California,4,108776.0576
68302.0,120544.2461,200567.9347,Florida,1,107382.7084
83794.0,122832.1752,230459.791,California,2,120617.3903
118649.0,127979.7204,297712.6087,Florida,2,150393.716
66766.0,120317.4026,197604.2185,California,10,106070.5168
130880.0,129786.0502,321312.3566,Florida,2,160842.5538
114090.0,127306.4265,288916.0057,New York,8,146499.0017
56983.0,118872.6046,178727.8933,California,7,97712.98433
90073.0,123759.4865,242575.1387,New York,6,125981.4858
26750.0,114407.6574,120393.2372,Florida,3,71885.19331
94859.0,124466.3048,251809.7387,New York,3,130070.1243
64520.0,119985.7031,193270.5554,California,7,104151.7784
66882.0,120334.534,197828.0408,New York,1,106169.6146
114904.0,127426.6417,290486.621,Florida,7,147194.3948
108270.0,126446.9024,277686.2998,Florida,4,141527.0259
76026.0,121684.9616,215471.4138,New York,4,113981.2549
158668.0,133889.9086,374929.3785,California,1,184581.6024
5885.0,111326.2192,80134.16275,Florida,7,54060.40386
32007.0,115184.0351,130536.6331,New York,3,76376.20305
58843.0,119147.2979,182316.7684,Florida,2,99301.96628
57863.0,119002.567,180425.8557,New York,3,98464.76074
146290.0,132061.8692,351045.9937,Florida,9,174007.1838
92831.0,124166.8005,247896.7072,New York,5,128337.6214
149026.0,132465.9341,356325.1131,California,7,176344.525
68638.0,120593.8681,201216.2476,Florida,3,107669.7503
48519.0,117622.6025,162396.5822,California,7,90482.26217
35910.0,115760.448,138067.4822,New York,5,79710.50227
41614.0,116602.8407,149073.3658,Florida,2,84583.38025
137713.0,130795.1787,334496.6487,California,1,166679.9267
29287.0,114782.3332,125288.3857,New York,2,74052.53052
94648.0,124435.1434,251402.6136,California,10,129889.8688
41578.0,116597.524,149003.9037,California,7,84552.62576
96008.0,124635.9944,254026.7374,Florida,5,131051.7051
78630.0,122069.5322,220495.8389,California,10,116205.8296
19242.0,113298.8418,105906.5307,New York,1,65471.1737
92507.0,124118.9507,247271.5483,California,9,128060.831
92171.0,124069.3287,246623.2354,New York,4,127773.7891
70074.0,120805.9431,203987.0135,Florida,5,108896.5127
149598.0,132550.4097,357428.7887,California,5,176833.1797
6975.0,111487.1954,82237.32073,New York,10,54991.58145
155563.0,133431.3481,368938.2725,California,9,181929.0277
63024.0,119764.767,190384.0193,California,6,102873.7585
9960.0,111928.0338,87996.88638,Florida,1,57541.6412
19291.0,113306.0783,106001.0764,New York,3,65513.03398
132449.0,130017.7672,324339.7464,Florida,5,162182.9369
3089.0,110913.2932,74739.27311,New York,5,51671.80519
104168.0,125841.1003,269771.4796,California,4,138022.7227
153606.0,133142.3294,365162.2357,Florida,7,180257.1795
13316.0,112423.6631,94472.29754,New York,4,60408.64304
151611.0,132847.6987,361312.8777,California,8,178552.8682
155716.0,133453.9438,369233.4864,Florida,1,182059.7343
76520.0,121757.9178,216424.5881,California,7,114403.2748
42221.0,116692.4852,150244.574,Florida,2,85101.93511
126483.0,129136.6812,312828.3331,California,3,157086.2346
118217.0,127915.9207,296879.0635,Florida,3,150024.6621
91556.0,123978.5027,245436.5912,New York,1,127248.3999
123093.0,128636.0305,306287.3188,California,9,154190.1869
90163.0,123772.7781,242748.7939,New York,4,126058.372
104391.0,125874.034,270201.7588,Florida,2,138213.2296
61243.0,119501.7408,186947.5749,New York,8,101352.2656
60782.0,119433.6582,186058.0742,California,10,100958.4372
16787.0,112936.2762,101169.6015,New York,4,63373.88839
152746.0,133015.3207,363502.8633,Florida,7,179522.4889
159000.0,133938.9399,375569.9734,Florida,10,184865.2271
62726.0,119720.757,189809.0275,New York,7,102619.1797
148420.0,132376.4373,355155.8345,California,9,175826.8244
135886.0,130525.3591,330971.4473,Florida,6,165119.1364
99774.0,125192.1744,261293.2446,New York,2,134268.9664
14367.0,112578.8796,96500.20491,Florida,4,61306.50327
136326.0,130590.3403,331820.4285,New York,2,165495.0246
33519.0,115407.3342,133454.0412,Florida,8,77667.8916
122931.0,128612.1056,305974.7394,New York,1,154051.7917
73289.0,121280.749,210190.3648,California,9,111643.0594
67289.0,120394.6416,198613.3484,Florida,5,106517.3112
22876.0,113835.5275,112918.3436,California,1,68575.66854
125112.0,128934.2057,310182.9848,New York,4,155915.0011
88568.0,123537.2213,239671.237,Florida,1,124695.7773
144841.0,131847.8743,348250.1442,California,3,172769.3156
159238.0,133974.0888,376029.195,New York,9,185068.5485
127074.0,129223.9628,313968.6692,California,2,157591.1208
67697.0,120454.8969,199400.5855,California,1,106865.8621
65307.0,120101.9308,194789.074,Florida,7,104824.1057
84231.0,122896.7134,231302.9837,California,8,120990.7156
8882.0,111768.8298,85916.88243,New York,10,56620.7151
129441.0,129573.5321,318535.8022,California,7,159613.2285
148278.0,132355.4661,354881.8451,New York,6,175705.515
58228.0,119056.4719,181130.1242,Florida,3,98776.57709
136903.0,130675.5543,332933.7515,California,7,165987.9507
4187.0,111075.4508,76857.86711,New York,7,52609.81711
80546.0,122352.4958,224192.7661,California,2,117842.6519
36302.0,115818.3403,138823.8473,New York,2,80045.38449
36327.0,115822.0324,138872.0849,California,1,80066.74177
103813.0,125788.6723,269086.5062,Florida,4,137719.4492
117577.0,127821.4025,295644.1818,New York,3,149477.9157
154222.0,133233.3031,366350.8093,Florida,3,180783.423
63645.0,119856.4791,191582.2405,New York,10,103404.2734
45968.0,117245.8592,157474.4207,California,5,88302.96488
60822.0,119439.5656,186135.2543,Florida,6,100992.6089
107750.0,126370.1064,276682.9584,New York,9,141082.7944
109510.0,126630.0312,280078.8832,California,7,142586.3472
147647.0,132262.2771,353664.3289,Florida,5,175166.4572
9316.0,111832.9249,86754.28662,California,5,56991.47755
70319.0,120842.1258,204459.7417,Florida,7,109105.8141
138525.0,130915.0986,336063.405,California,3,167373.6113
122434.0,128538.7064,305015.7765,Florida,9,153627.2089
91086.0,123909.091,244529.7249,New York,9,126846.883
32205.0,115213.2767,130918.6746,California,9,76545.35274
18989.0,113261.4776,105418.3665,New York,2,65255.03798
143683.0,131676.8555,346015.7801,Florida,1,171780.0462
81836.0,122543.0089,226681.8247,New York,10,118944.6878
139592.0,131072.678,338122.1844,California,10,168285.1402
54073.0,118442.8425,173113.0403,New York,3,95226.99644
11977.0,112225.9135,91888.69339,Florida,9,59264.74689
133956.0,130240.3279,327247.507,Florida,10,163470.354
133110.0,130115.3867,325615.1477,New York,10,162747.6235
9063.0,111795.5607,86266.12243,California,2,56775.34184
36025.0,115777.4317,138289.3751,Florida,8,79808.74578
40178.0,116390.7656,146302.5999,New York,4,83356.61784
29814.0,114860.1629,126305.2336,Florida,9,74502.74207
113466.0,127214.2713,287711.996,New York,8,145965.9238
12585.0,112315.7057,93061.83105,Florida,1,59784.15604
99265.0,125117.003,260311.1278,New York,6,133834.1321
26554.0,114378.7113,120015.0547,California,5,71717.75221
49642.0,117788.4523,164563.4137,Florida,8,91441.63138
135489.0,130466.7283,330205.4347,California,6,164779.9827
57784.0,118990.8999,180273.425,New York,5,98397.27172
50884.0,117971.8765,166959.8561,Florida,9,92502.66126
102170.0,125546.0266,265916.3332,California,10,136315.8485
36011.0,115775.3641,138262.362,New York,10,79796.7857
112108.0,127013.7157,285091.7313,California,6,144805.7962
52981.0,118281.571,171006.0234,California,4,94294.11026
60350.0,119369.8585,185224.529,Florida,3,100589.3834
38385.0,116125.9672,142843.0015,California,1,81824.87341
18632.0,113208.7542,104729.5341,New York,6,64950.05596
75431.0,121597.0893,214323.3597,California,1,113472.9515
79191.0,122152.3832,221578.2899,New York,10,116685.0871
76485.0,121752.7488,216357.0555,Florida,2,114373.3746
58814.0,119143.015,182260.8128,California,8,99277.19183
71364.0,120996.4562,206476.0721,New York,6,109998.5485
88650.0,123549.3314,239829.4563,California,7,124765.8292
133587.0,130185.8323,326535.5205,California,3,163155.1205
112125.0,127016.2263,285124.5329,Florida,2,144820.3191
106384.0,126168.3693,274047.2577,New York,10,139915.8323
1681.0,110705.3533,72022.53327,Florida,2,50468.96294
50720.0,117947.6562,166643.4177,New York,4,92362.55748
128215.0,129392.4708,316170.2318,California,10,158565.8673
35274.0,115666.5206,136840.3185,Florida,7,79167.17296
64229.0,119942.7269,192709.0701,New York,3,103903.1796
57750.0,118985.8787,180207.8219,California,9,98368.22581
155883.0,133478.6071,369555.7134,Florida,2,182202.4009
24815.0,114121.8878,116659.6494,California,8,70232.13951
5210.0,111226.5321,78831.74841,Florida,9,53483.75718
83476.0,122785.2115,229846.2091,California,4,120345.7256
110481.0,126773.4329,281952.4304,Florida,9,143415.8641
9079.0,111797.9237,86296.99447,New York,8,56789.0105
72359.0,121143.4023,208395.9273,California,6,110848.5685
111501.0,126924.0712,283920.5232,New York,6,144287.2413
48082.0,117558.0644,161553.3895,Florida,10,90108.93684
42770.0,116773.564,151303.871,New York,7,85570.94108
58265.0,119061.9362,181201.5158,California,5,98808.18587
15132.0,112691.8583,97976.2745,New York,6,61960.03617
92114.0,124060.9107,246513.2537,Florida,8,127725.0945
24874.0,114130.6012,116773.4901,Florida,3,70282.5427
129228.0,129542.0753,318124.8181,New York,4,159431.2644
2296.0,110796.1793,73209.17745,California,2,50994.35213
40501.0,116438.4678,146925.8293,Florida,1,83632.55396
46177.0,117276.7253,157877.6868,New York,9,88481.51178
139729.0,131092.9108,338386.5263,Florida,3,168402.1781
45282.0,117144.5476,156150.7818,New York,6,87716.921
145719.0,131977.5413,349944.2476,Florida,1,173519.3834
150394.0,132667.9666,358964.6729,New York,3,177513.1956
154778.0,133315.4157,367423.6129,California,3,181258.409
82971.0,122710.6308,228871.8103,Florida,3,119914.3085
120814.0,128299.4574,301889.9821,California,7,152243.2568
109821.0,126675.9611,280678.9586,New York,3,142852.0318
149129.0,132481.1456,356523.8519,Florida,9,176432.517
135073.0,130405.2915,329402.7615,California,4,164424.5975
9628.0,111879.0025,87356.29147,New York,9,57258.01646
150311.0,132655.7088,358804.5242,California,3,177442.2894
117241.0,127771.7805,294995.8688,California,8,149190.8738
95584.0,124573.3761,253208.6282,Florida,9,130689.4855
69018.0,120649.9882,201949.4587,California,1,107994.381
72838.0,121214.1432,209320.1591,New York,8,111257.774
87391.0,123363.3966,237400.2123,California,3,123690.2763
133567.0,130182.8786,326496.9304,New York,5,163138.0347
49559.0,117776.1945,164403.265,Florida,6,91370.72519
137973.0,130833.5767,334998.3195,California,9,166902.0425
7736.0,111599.5833,83705.6723,New York,8,55641.69719
10707.0,112038.3541,89438.22492,California,4,58179.79685
125850.0,129043.1969,311606.9579,New York,2,156545.4682
65352.0,120108.5766,194875.9016,California,7,104862.5488
154992.0,133347.0202,367836.5264,Florida,8,181441.2273
135611.0,130484.7458,330440.834,New York,7,164884.2062
98169.0,124955.1407,258196.3928,Florida,6,132897.8287
38099.0,116083.7295,142291.1637,New York,1,81580.54608
91798.0,124014.2424,245903.5309,California,7,127455.1384
78442.0,122041.7675,220133.0924,Florida,7,116045.2229
131802.0,129922.2153,323091.3581,New York,2,161630.2104
107178.0,126285.6308,275579.2829,California,6,140594.1397
2626.0,110844.9152,73845.91335,Florida,8,51276.26828
84533.0,122941.3141,231885.6935,California,8,121248.7116
19707.0,113367.5151,106803.7495,Florida,1,65868.41919
13123.0,112395.16,94099.90352,California,2,60243.7648
3797.0,111017.8538,76105.36105,Florida,1,52276.64348
132703.0,130055.2791,324829.8401,New York,6,162399.9269
22449.0,113772.4662,112094.446,California,6,68210.88613
83026.0,122718.7535,228977.9329,New York,6,119961.2945
27654.0,114541.1643,122137.5077,Florida,4,72657.47271
156793.0,133613.0001,371311.5609,New York,9,182979.8061
73771.0,121351.9329,211120.3851,California,9,112054.8279
29469.0,114809.2117,125639.5552,New York,8,74208.01155
134963.0,130389.0462,329190.5162,Florida,10,164330.6254
146580.0,132104.6977,351605.5495,Florida,6,174254.9283
82465.0,122635.9024,227895.4819,New York,4,119482.037
80306.0,122317.0515,223729.6855,California,1,117637.622
130189.0,129684.0001,319979.0702,Florida,3,160252.2384
120735.0,128287.7904,301737.5514,New York,3,152175.7678
67191.0,120380.1685,198424.2572,Florida,8,106433.5906
83593.0,122802.4906,230071.961,New York,4,120445.6777
108131.0,126426.3742,277418.099,Florida,8,141408.2794
3574.0,110984.9202,75675.08194,New York,7,52086.1365
98311.0,124976.1119,258470.3821,California,1,133019.1381
145072.0,131881.9894,348695.8593,Florida,6,172966.6569
133439.0,130163.975,326249.9541,California,3,163028.6854
70521.0,120871.9581,204849.5013,New York,5,109278.3809
111317.0,126896.8972,283565.4947,Florida,6,144130.0517
106821.0,126232.9075,274890.4504,California,9,140289.1577
107973.0,126403.0401,277113.2375,New York,5,141273.3013
10488.0,112006.0112,89015.66382,California,2,57992.70704
90061.0,123757.7143,242551.9846,California,6,125971.2343
83918.0,122850.4881,230699.0493,Florida,4,120723.3224
93580.0,124277.4163,249341.9047,California,1,128977.4856
18947.0,113255.2749,105337.3274,New York,2,65219.15775
60133.0,119337.8109,184805.8269,California,9,100404.0021
150860.0,132736.7876,359863.8212,New York,3,177911.2954
103957.0,125809.9389,269364.3546,Florida,9,137842.4672
92330.0,124092.8106,246930.0263,California,1,127909.6214
123073.0,128633.0769,306248.7288,New York,10,154173.101
142001.0,131428.4501,342770.3565,California,8,170343.1281
12564.0,112312.6043,93021.31149,California,9,59766.21593
48789.0,117662.4774,162917.5479,Florida,7,90712.92084
51795.0,118106.4171,168717.6331,New York,7,93280.9207
44496.0,117028.4676,154634.1927,Florida,8,87045.44798
35278.0,115667.1113,136848.0365,New York,2,79170.59013
155044.0,133354.6998,367936.8606,California,4,181485.6505
146775.0,132133.4962,351981.8025,Florida,3,174421.5151
17432.0,113031.5328,102414.1308,New York,6,63924.90632
107612.0,126349.7259,276416.687,California,4,140964.9022
7214.0,111522.492,82698.47188,Florida,6,55195.75709
107501.0,126333.333,276202.5122,California,7,140870.0758
141301.0,131325.0709,341419.7045,Florida,8,169745.1241
40281.0,116405.9772,146501.3387,California,2,83444.60985
159196.0,133967.886,375948.1559,Florida,7,185032.6682
139547.0,131066.0322,338035.3568,New York,2,168246.6971
125783.0,129033.302,311477.6812,California,6,156488.2307
121583.0,128413.0269,303373.7697,New York,9,152900.2069
138546.0,130918.2,336103.9245,Florida,7,167391.5514
133671.0,130198.2378,326697.5987,New York,2,163226.881
95277.0,124528.037,252616.2709,California,4,130427.2181
44700.0,117058.5952,155027.8112,New York,5,87219.72342
89471.0,123670.5804,241413.578,Florida,2,125467.2024
146162.0,132042.9656,350799.0173,Florida,2,173897.8345
109909.0,126688.9574,280848.7548,New York,6,142927.2094
31984.0,115180.6384,130492.2545,California,3,76356.55435
127797.0,129330.7387,315363.6997,Florida,4,158208.7735
21890.0,113689.9105,111015.854,New York,2,67733.33725
56547.0,118808.2141,177886.6301,Florida,2,97340.51329
142143.0,131449.4213,343044.3458,New York,7,170464.4375
83936.0,122853.1464,230733.7804,Florida,8,120738.6997
117801.0,127854.4839,296076.3904,New York,7,149669.2769
35679.0,115726.3328,137621.7671,California,8,79513.16096
139429.0,131048.6054,337807.6754,Florida,1,168145.8907
142144.0,131449.569,343046.2753,California,7,170465.2918
89706.0,123705.2863,241867.0112,New York,1,125667.9609
17219.0,113000.0759,102003.1467,Florida,2,63742.94226
129179.0,129534.8387,318030.2724,California,5,159389.4041
27903.0,114577.9377,122617.9539,New York,9,72870.19126
88429.0,123516.6931,239403.0362,California,7,124577.0308
149794.0,132579.3559,357806.9712,California,7,177000.6208
137595.0,130777.752,334268.9674,Florida,6,166579.1203
110391.0,126760.1413,281778.7751,California,6,143338.9779
141217.0,131312.6654,341257.6263,New York,6,169673.3637
29605.0,114829.2968,125901.9675,California,2,74324.19518
158771.0,133905.1201,375128.1173,New York,6,184669.5944
101859.0,125500.0967,265316.2578,Florida,10,136050.1639
158592.0,133878.6846,374782.7363,California,3,184516.6762
53884.0,118414.9302,172748.3643,New York,2,95065.53537
142240.0,131463.7467,343231.5076,California,1,170547.3037
113736.0,127254.1462,288232.9618,New York,8,146196.5825
70598.0,120883.3298,204998.073,California,7,109344.1613
118793.0,128000.987,297990.4571,Florida,9,150516.734
7888.0,111622.0314,83998.95672,New York,6,55771.54948
45710.0,117207.7566,156976.609,Florida,1,88082.55771
71222.0,120975.485,206202.0827,New York,4,109877.2392
159477.0,134009.3854,376490.3462,California,5,185272.7241
46307.0,117295.9243,158128.5221,Florida,6,88592.56966
44151.0,116977.5164,153968.5142,New York,5,86750.71746
58725.0,119129.8711,182089.087,California,3,99201.1599
57267.0,118914.547,179275.8721,Florida,6,97955.60308
135390.0,130452.1075,330014.4139,California,10,164695.4079
145733.0,131979.6089,349971.2607,Florida,8,173531.3435
71791.0,121059.5175,207299.9697,California,6,110363.331
111381.0,126906.349,283688.9828,Florida,4,144184.7263
62904.0,119747.0449,190152.479,New York,9,102771.2435
45209.0,117133.7666,156009.9281,California,1,87654.55773
154595.0,133288.3894,367070.5139,New York,10,181102.0736
18651.0,113211.5602,104766.1946,Florida,8,64966.2875
153606.0,133142.3294,365162.2357,New York,3,180257.1795
107173.0,126284.8924,275569.6353,California,4,140589.8682
26618.0,114388.1631,120138.5429,New York,6,71772.42685
33472.0,115400.393,133363.3546,Florida,4,77627.73991
2638.0,110846.6874,73869.06738,Florida,8,51286.51978
37255.0,115959.0837,140662.6634,New York,9,80859.52417
43391.0,116865.2761,152502.0922,California,4,86101.45602
97670.0,124881.4461,257233.5709,Florida,5,132471.5373
1634.0,110698.4122,71931.84664,New York,3,50428.81124
58986.0,119168.4168,182592.6873,Florida,4,99424.12995
56671.0,118826.527,178125.8884,New York,8,97446.44542
105205.0,125994.2492,271772.374,Florida,8,138908.6228
116004.0,127589.0947,292609.074,New York,6,148134.1153
128926.0,129497.4746,317542.1083,California,8,159173.2684
38859.0,116195.9697,143757.5858,Florida,8,82229.80752
60549.0,119399.2477,185608.5,California,8,100759.3874
75398.0,121592.2157,214259.6861,New York,5,113444.7599
15801.0,112790.6592,99267.11183,Florida,7,62531.55709
44574.0,117039.987,154784.6939,California,5,87112.08271
93601.0,124280.5176,249382.4243,New York,2,128995.4258
5404.0,111255.1829,79206.07194,California,7,53649.48971
64529.0,119987.0323,193287.9209,California,8,104159.467
17495.0,113040.8369,102535.6895,Florida,2,63978.72668
138565.0,130921.006,336140.5851,California,10,167407.783
79095.0,122138.2055,221393.0577,New York,6,116603.0751
136431.0,130605.8471,332023.0262,California,7,165584.7252
46477.0,117321.0307,158456.5376,New York,10,88737.79919
121576.0,128411.9931,303360.2632,Florida,10,152894.2269
18421.0,113177.5928,104322.409,California,10,64769.80049
2682.0,110853.1856,73953.9655,New York,9,51324.1086
9405.0,111846.0688,86926.01236,California,3,57067.50948
20279.0,113451.9907,107907.4251,California,4,66357.07385
25990.0,114295.4172,118926.8152,Florida,1,71235.93187
137404.0,130749.5442,333900.4324,New York,3,166415.9507
9869.0,111914.5945,87821.30163,Florida,7,57463.90068
37191.0,115949.6319,140539.1752,New York,9,80804.84952
25600.0,114237.8202,118174.3091,California,8,70902.75824
129013.0,129510.3231,317709.975,Florida,10,159247.5918
74278.0,121426.809,212098.643,New York,5,112487.9536
78694.0,122078.984,220619.3271,California,10,116260.5043
85315.0,123056.8034,233394.5647,Florida,4,121916.7675
131636.0,129897.6997,322771.0607,California,5,161488.398
131599.0,129892.2354,322699.6691,Florida,3,161456.7893
148644.0,132409.5186,355588.0431,California,9,176018.1857
80987.0,122417.6247,225043.6768,Florida,4,118219.3944
100610.0,125315.6387,262906.3089,New York,7,134983.154
153748.0,133163.3006,365436.225,California,2,180378.4888
106158.0,126134.9926,273611.1901,New York,10,139722.7625
41374.0,116567.3964,148610.2852,Florida,7,84378.35032
152109.0,132921.2456,362273.7701,New York,9,178978.3053
57182.0,118901.9938,179111.8643,California,2,97882.98831
6906.0,111477.0051,82104.18504,New York,6,54932.63535
53981.0,118429.2556,172935.5261,Florida,8,95148.40164
66959.0,120345.9057,197976.6125,Florida,3,106235.395
64124.0,119927.22,192506.4723,New York,3,103813.479
100306.0,125270.7426,262319.7401,California,6,134723.4494
146708.0,132123.6013,351852.5258,Florida,10,174364.2776
39202.0,116246.6255,144419.4052,New York,3,82522.82946
19561.0,113345.9532,106522.0421,Florida,3,65743.69265
55658.0,118676.9226,176171.3022,New York,5,96581.04826
24723.0,114108.3008,116482.1352,Florida,7,70153.5447
52176.0,118162.6849,169452.7737,New York,3,93606.40571
120402.0,128238.6114,301095.027,California,3,151891.2888
35429.0,115689.4117,137139.3914,Florida,8,79299.58812
40408.0,116424.7331,146746.3855,California,5,83553.10486
13599.0,112465.4579,95018.34682,New York,10,60650.40749
86851.0,123283.6469,236358.2809,Florida,4,123228.959
4037.0,111053.2981,76568.4417,California,10,52481.67341
131611.0,129894.0076,322722.8231,New York,4,161467.0408
68653.0,120596.0834,201245.1902,California,5,107682.5646
107094.0,126273.2253,275417.2046,California,4,140522.3792
62140.0,119634.2139,188678.3389,Florida,10,102118.5649
9494.0,111859.2128,87097.73811,California,10,57143.54142
128989.0,129506.7787,317663.6669,New York,1,159227.0888
134194.0,130275.4768,327706.7286,California,5,163673.6754
126960.0,129207.1267,313748.7059,New York,4,157493.7316
49855.0,117819.9091,164974.3978,Florida,10,91623.59544
127494.0,129285.9903,314779.0603,California,8,157949.9232
53778.0,118399.2756,172543.837,New York,1,94974.98049
116989.0,127734.564,294509.6342,California,3,148975.5923
128157.0,129383.9051,316058.3207,New York,3,158516.3184
72165.0,121114.7515,208021.6037,California,6,110682.8359
114314.0,127339.5078,289348.2144,Florida,10,146690.3629
11205.0,112111.901,90399.11728,New York,3,58605.23395
83554.0,122796.7309,229996.7104,Florida,6,120412.3603
131981.0,129948.6509,323436.7391,New York,1,161783.1286
32137.0,115203.2341,130787.4684,California,2,76487.26093
54016.0,118434.4245,173003.0587,Florida,4,95178.30183
64613.0,119999.4378,193449.9991,New York,1,104231.2275
11624.0,112173.7809,91207.57892,California,6,58963.18204
31587.0,115122.0076,129726.2419,Florida,4,76017.40068
12608.0,112319.1025,93106.20961,California,2,59803.80475
94359.0,124392.4625,250844.9874,Florida,3,129642.9786
2307.0,110797.8039,73230.40198,California,8,51003.74933
33161.0,115354.4631,132763.2792,Florida,7,77362.05529
159746.0,134049.1125,377009.3824,New York,3,185502.5285
154187.0,133228.1341,366283.2767,California,2,180753.5228
144520.0,131800.4675,347630.7738,New York,9,172495.0881
106777.0,126226.4093,274805.5523,Florida,9,140251.5689
16459.0,112887.8357,100536.7246,New York,1,63093.68082
143258.0,131614.0896,345195.7414,California,10,171416.9724
73490.0,121310.4336,210578.1949,New York,4,111814.772
87369.0,123360.1475,237357.7633,Florida,2,123671.4819
51353.0,118041.1406,167864.7929,Florida,7,92903.32391
66049.0,120211.5128,196220.765,New York,3,105457.9899
29723.0,114846.7236,126129.6488,California,4,74425.00156
146120.0,132036.7628,350717.9782,Florida,5,173861.9543
15440.0,112737.3451,98570.56134,New York,3,62223.15791
13856.0,112503.4128,95514.22902,Florida,8,60869.96038
71829.0,121065.1295,207373.2908,New York,3,110395.794
131154.0,129826.5157,321841.0403,Florida,10,161076.6296
68679.0,120599.9232,201295.3572,New York,6,107704.7762
108056.0,126415.2979,277273.3863,California,7,141344.2075
140149.0,131154.9383,339196.9174,Florida,1,168760.9805
56850.0,118852.9626,178471.2694,California,10,97599.36358
47438.0,117462.9555,160310.7897,New York,8,89558.7732
58867.0,119150.8423,182363.0764,Florida,5,99322.46927
12914.0,112364.2939,93696.63744,California,7,60065.21791
62574.0,119698.3089,189515.7431,New York,7,102489.3274
53106.0,118300.0316,171247.2112,California,10,94400.89669
123537.0,128701.6025,307144.018,California,3,154569.4922
48901.0,117679.018,163133.6522,Florida,10,90808.60147
105143.0,125985.0928,271652.7448,California,3,138855.6568
63615.0,119852.0486,191524.3554,New York,4,103378.6447
100405.0,125285.3634,262510.7609,California,4,134808.0242
41289.0,116554.8432,148446.2774,New York,5,84305.73556
39970.0,116360.0473,145901.2633,Florida,8,83178.92524
43532.0,116886.0996,152774.1521,Florida,9,86221.9111
136133.0,130561.8371,331448.0344,California,3,165330.1463
131106.0,129819.4269,321748.4242,New York,10,161035.6236
105127.0,125982.7298,271621.8728,Florida,4,138841.9881
46798.0,117368.4374,159075.908,California,3,89012.02672
97209.0,124813.3635,256344.0701,New York,9,132077.709
54135.0,118451.999,173232.6695,California,3,95279.96251
134970.0,130390.08,329204.0228,California,4,164336.6055
100275.47,241926.31,227142.82,California,8,413956.48
128456.23,321652.14,281692.32,California,2,333962.19
161181.72,270939.86,295442.17,New York,2,476485.43
